Model,Horizon,N,MAE,RMSE,DirectionalAccuracy,MeanActualReturn,MeanPredReturn
Kronos-ZeroShot,1,900,0.018359737315522373,0.026409929619377777,0.4777777777777778,0.000959618233673551,0.0005281405630624343
Kronos-ZeroShot,5,900,0.04176027060542165,0.058135625407319064,0.5377777777777778,0.006682423006539161,0.0029461203993789878
