Model,Horizon,N,MAE,RMSE,DirectionalAccuracy,MeanActualReturn,MeanPredReturn
NBEATS,1,900,0.01455766206486118,0.02202141816390493,0.46444444444444444,0.000959618233673551,0.0013064852319943402
PatchTST,1,900,0.01483920156286568,0.02201775854687504,0.4622222222222222,0.000959618233673551,0.0006001332548149022
PatchTST,5,900,0.03309768429379517,0.045581635094351786,0.5733333333333334,0.006682423006539161,0.003528188185777248
NBEATS,5,900,0.033818418181735505,0.04638908984763606,0.5566666666666666,0.006682423006539161,0.005374745351842135
