Model,Horizon,N,MAE,RMSE,DirectionalAccuracy,MeanActualReturn,MeanPredReturn
Chronos-ZeroShot,1,900,0.015112148258224009,0.023595373534023887,0.4866666666666667,0.000959618233673551,0.0019454530993800782
Chronos-ZeroShot,5,900,0.03462255379121543,0.04812923893193309,0.5388888888888889,0.006682423006539161,0.004903670826045587
